month,sales,category,actual_price,product_id,product_name,base_cat,PED
March,189.0467481260292,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,11.99,B08RP2L2NL,"King Shine Multi Retractable 3.0A Fast Charger Cord, Multiple Charging Cable 4Ft/1.2m 3-in-1 USB Charge Cord Compatible with Phone/Type C/Micro USB for All Android and iOS Smartphones (Random Colour)",Computers&Accessories,-1.0
January,270.5021935981752,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",10.79,B08RWCZ6SY,7SEVEN® Compatible for Sony Bravia LCD LED UHD OLED QLED 4K Ultra HD TV remote control with YouTube and NETFLIX Hotkeys. Universal Replacement for Original Sony Smart Android tv Remote Control,Electronics,-1.0
February,246.37228125862802,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",10.79,B08RWCZ6SY,7SEVEN® Compatible for Sony Bravia LCD LED UHD OLED QLED 4K Ultra HD TV remote control with YouTube and NETFLIX Hotkeys. Universal Replacement for Original Sony Smart Android tv Remote Control,Electronics,-1.0
March,218.43708969836177,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",10.79,B08RWCZ6SY,7SEVEN® Compatible for Sony Bravia LCD LED UHD OLED QLED 4K Ultra HD TV remote control with YouTube and NETFLIX Hotkeys. Universal Replacement for Original Sony Smart Android tv Remote Control,Electronics,-1.0
January,100.65061675335357,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,17.99,B08TR61BVK,"Tabelito® Polyester Foam, Nylon Hybrid laptopss Bag Sleeve Case Cover Pouch for laptopss Apple/Dell/Lenovo/ Asus/ Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Ideapad/Surfacepro (15.6 inches /39.6cm, Blue) laptopsss",Computers&Accessories,-0.0434813774562866
February,97.3255811195106,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,17.99,B08TR61BVK,"Tabelito® Polyester Foam, Nylon Hybrid laptopss Bag Sleeve Case Cover Pouch for laptopss Apple/Dell/Lenovo/ Asus/ Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Ideapad/Surfacepro (15.6 inches /39.6cm, Blue) laptopsss",Computers&Accessories,-0.0434813774562866
March,91.26944098727573,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,17.99,B08TR61BVK,"Tabelito® Polyester Foam, Nylon Hybrid laptopss Bag Sleeve Case Cover Pouch for laptopss Apple/Dell/Lenovo/ Asus/ Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Ideapad/Surfacepro (15.6 inches /39.6cm, Blue) laptopsss",Computers&Accessories,-0.0434813774562866
January,97.22088865251303,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,251.88,B08VB34KJ1,"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) with No Cost EMI/Additional Exchange Offers",Electronics,-0.0802174093869521
February,65.88266932356396,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,251.88,B08VB34KJ1,"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) with No Cost EMI/Additional Exchange Offers",Electronics,-0.0802174093869521
March,58.872294185160136,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,251.88,B08VB34KJ1,"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) with No Cost EMI/Additional Exchange Offers",Electronics,-0.0802174093869521
January,584.8288672356397,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",10.79,B08WLY8V9S,"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Blue)",Computers&Accessories,-0.950730838104878
February,348.84419007694373,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",10.79,B08WLY8V9S,"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Blue)",Computers&Accessories,-0.950730838104878
March,252.83625475952365,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",10.79,B08WLY8V9S,"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Blue)",Computers&Accessories,-0.950730838104878
January,294.40926216109006,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories,-1.0
February,168.23742507491247,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories,-1.0
March,164.5214153509291,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories,-1.0
January,798.3920484192886,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,B08XMG618K,Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,Computers&Accessories,-1.0
February,449.5070688725037,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,B08XMG618K,Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,Computers&Accessories,-1.0
March,392.3563105865807,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.99,B08XMG618K,Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,Computers&Accessories,-1.0
January,110.61823867391305,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",17.99,B08Y7MXFMK,"Offbeat® - DASH 2.4GHz Wireless + Bluetooth 5.1 Mouse, Multi-Device Dual Mode Slim Rechargeable Silent Click Buttons Wireless Bluetooth Mouse, 3 Adjustable DPI, Works on 2 devices at the same time with a switch button for Windows/Mac/Android/Ipad/Smart TV",Computers&Accessories,0.4850524105405454
February,44.174007242362975,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",17.99,B08Y7MXFMK,"Offbeat® - DASH 2.4GHz Wireless + Bluetooth 5.1 Mouse, Multi-Device Dual Mode Slim Rechargeable Silent Click Buttons Wireless Bluetooth Mouse, 3 Adjustable DPI, Works on 2 devices at the same time with a switch button for Windows/Mac/Android/Ipad/Smart TV",Computers&Accessories,0.4850524105405454
March,35.18489221447329,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",17.99,B08Y7MXFMK,"Offbeat® - DASH 2.4GHz Wireless + Bluetooth 5.1 Mouse, Multi-Device Dual Mode Slim Rechargeable Silent Click Buttons Wireless Bluetooth Mouse, 3 Adjustable DPI, Works on 2 devices at the same time with a switch button for Windows/Mac/Android/Ipad/Smart TV",Computers&Accessories,0.4850524105405454
January,163.2307310902182,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Tripods,19.19,B08ZN4B121,"WeCool Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",Electronics,-0.1257010660859479
February,116.31960742706516,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Tripods,19.19,B08ZN4B121,"WeCool Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",Electronics,-0.1257010660859479
March,248.56910142961104,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Tripods,19.19,B08ZN4B121,"WeCool Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",Electronics,-0.1257010660859479
January,139.89793930993824,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,8.39,B091KNVNS9,Themisto 350 Watts Egg Boiler-Blue,Home&Kitchen,0.4446529518360589
February,88.30150517043087,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,8.39,B091KNVNS9,Themisto 350 Watts Egg Boiler-Blue,Home&Kitchen,0.4446529518360589
March,90.80602450418706,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,8.39,B091KNVNS9,Themisto 350 Watts Egg Boiler-Blue,Home&Kitchen,0.4446529518360589
January,80.48879304307218,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",9.59,B093ZNQZ2Y,"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv Remote Control ] [ Compatible for Mi Smart LED Tv Remote Control ]",Electronics,-1.0
February,62.772596579722574,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",9.59,B093ZNQZ2Y,"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv Remote Control ] [ Compatible for Mi Smart LED Tv Remote Control ]",Electronics,-1.0
March,51.3116106287149,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",9.59,B093ZNQZ2Y,"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv Remote Control ] [ Compatible for Mi Smart LED Tv Remote Control ]",Electronics,-1.0
January,90.29078191743581,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.39,B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories,-1.0
February,67.79989705719143,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.39,B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories,-1.0
March,75.2093887839719,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,5.39,B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories,-1.0
January,281.4810547450321,OfficeProducts|OfficePaperProducts|Paper|Copy&PrintingPaper|ColouredPaper,1.19,B095X38CJS,"BRUSTRO Copytinta Coloured Craft Paper A4 Size 80 GSM Mixed Bright Colour 40 Sheets Pack (10 cols X 4 Sheets) Double Side Color for Office Printing, Art and Craft.",OfficeProducts,0.4380909205724092
February,175.2107113677674,OfficeProducts|OfficePaperProducts|Paper|Copy&PrintingPaper|ColouredPaper,1.19,B095X38CJS,"BRUSTRO Copytinta Coloured Craft Paper A4 Size 80 GSM Mixed Bright Colour 40 Sheets Pack (10 cols X 4 Sheets) Double Side Color for Office Printing, Art and Craft.",OfficeProducts,0.4380909205724092
March,162.23034148842046,OfficeProducts|OfficePaperProducts|Paper|Copy&PrintingPaper|ColouredPaper,1.19,B095X38CJS,"BRUSTRO Copytinta Coloured Craft Paper A4 Size 80 GSM Mixed Bright Colour 40 Sheets Pack (10 cols X 4 Sheets) Double Side Color for Office Printing, Art and Craft.",OfficeProducts,0.4380909205724092
January,226.40888997598756,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",11.99,B099PR2GQJ,HOMEPACK 750W Radiant Room Home Office Heaters For Winter,Home&Kitchen,-1.54065245552056
February,134.85712466252062,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",11.99,B099PR2GQJ,HOMEPACK 750W Radiant Room Home Office Heaters For Winter,Home&Kitchen,-1.54065245552056
March,127.24554932812494,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",11.99,B099PR2GQJ,HOMEPACK 750W Radiant Room Home Office Heaters For Winter,Home&Kitchen,-1.54065245552056
January,124.38255552879959,Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,5.99,B09BCNQ9R2,"DYAZO USB 3.0 Type C Female to USB A Male Connector/Converter/Adapter Compatible for Samsung Galaxy Note s 20 10 Plus Ultra,Google Pixel 4 5 3 2 & Other Type-c Devices",Electronics,-0.4324668830378536
February,84.87936852109529,Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,5.99,B09BCNQ9R2,"DYAZO USB 3.0 Type C Female to USB A Male Connector/Converter/Adapter Compatible for Samsung Galaxy Note s 20 10 Plus Ultra,Google Pixel 4 5 3 2 & Other Type-c Devices",Electronics,-0.4324668830378536
March,65.4295307265356,Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,5.99,B09BCNQ9R2,"DYAZO USB 3.0 Type C Female to USB A Male Connector/Converter/Adapter Compatible for Samsung Galaxy Note s 20 10 Plus Ultra,Google Pixel 4 5 3 2 & Other Type-c Devices",Electronics,-0.4324668830378536
January,107.85132851130717,Electronics|WearableTechnology|SmartWatches,359.99,B09DG9VNWB,"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",Electronics,-0.6032611007731272
February,71.38113933846581,Electronics|WearableTechnology|SmartWatches,359.99,B09DG9VNWB,"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",Electronics,-0.6032611007731272
March,51.00546974394742,Electronics|WearableTechnology|SmartWatches,359.99,B09DG9VNWB,"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",Electronics,-0.6032611007731272
January,285.2229752617695,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",55.08,B09DL9978Y,"Hindware Atlantic Compacto 3 Litre Instant water heater with Stainless Steel Tank, Robust Construction, Pressure Relief Valve And I-thermostat Feature (White And Grey)",Home&Kitchen,0.1124399349938544
February,204.64874969292072,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",55.08,B09DL9978Y,"Hindware Atlantic Compacto 3 Litre Instant water heater with Stainless Steel Tank, Robust Construction, Pressure Relief Valve And I-thermostat Feature (White And Grey)",Home&Kitchen,0.1124399349938544
March,163.7361936162439,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",55.08,B09DL9978Y,"Hindware Atlantic Compacto 3 Litre Instant water heater with Stainless Steel Tank, Robust Construction, Pressure Relief Valve And I-thermostat Feature (White And Grey)",Home&Kitchen,0.1124399349938544
January,288.4563760533175,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,71.99,B09KGV7WSV,"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",Electronics,0.5068050958652177
February,193.6791474024529,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,71.99,B09KGV7WSV,"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",Electronics,0.5068050958652177
March,158.00340759705102,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,71.99,B09KGV7WSV,"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",Electronics,0.5068050958652177
January,155.42909215893502,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,251.99,B09LHYZ3GJ,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!",Electronics,-0.0802174093869521
February,121.31482376896686,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,251.99,B09LHYZ3GJ,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!",Electronics,-0.0802174093869521
March,101.57226738458724,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,251.99,B09LHYZ3GJ,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!",Electronics,-0.0802174093869521
January,104.23757419787464,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,251.99,B09LHZSMRR,"Redmi Note 11T 5G (Stardust White, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!",Electronics,-0.0802174093869521
February,84.49968174375209,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,251.99,B09LHZSMRR,"Redmi Note 11T 5G (Stardust White, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!",Electronics,-0.0802174093869521
March,98.52643722275594,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,251.99,B09LHZSMRR,"Redmi Note 11T 5G (Stardust White, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!",Electronics,-0.0802174093869521
January,75.40203579899215,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|MilkFrothers",4.79,B09LMMFW3S,"IKEA Milk Frother for Your Milk, Coffee,(Cold and hot Drinks), Black",Home&Kitchen,0.0758846528394197
February,50.09422122932009,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|MilkFrothers",4.79,B09LMMFW3S,"IKEA Milk Frother for Your Milk, Coffee,(Cold and hot Drinks), Black",Home&Kitchen,0.0758846528394197
March,54.41490463834179,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|MilkFrothers",4.79,B09LMMFW3S,"IKEA Milk Frother for Your Milk, Coffee,(Cold and hot Drinks), Black",Home&Kitchen,0.0758846528394197
January,99.60873236287392,Electronics|HomeAudio|MediaStreamingDevices|StreamingClients,56.39,B09LQQYNZQ,Realme Smart TV Stick 4K,Electronics,-0.6346687079914385
February,76.2480024611244,Electronics|HomeAudio|MediaStreamingDevices|StreamingClients,56.39,B09LQQYNZQ,Realme Smart TV Stick 4K,Electronics,-0.6346687079914385
March,57.23371710782854,Electronics|HomeAudio|MediaStreamingDevices|StreamingClients,56.39,B09LQQYNZQ,Realme Smart TV Stick 4K,Electronics,-0.6346687079914385
January,76.40704258090486,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,71.99,B09MFR93KS,"Bajaj Rex DLX 750 W 4 Jars Mixer Grinder, White and Blue",Home&Kitchen,-0.5059403937101586
February,58.58675613754663,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,71.99,B09MFR93KS,"Bajaj Rex DLX 750 W 4 Jars Mixer Grinder, White and Blue",Home&Kitchen,-0.5059403937101586
March,44.222494421305356,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,71.99,B09MFR93KS,"Bajaj Rex DLX 750 W 4 Jars Mixer Grinder, White and Blue",Home&Kitchen,-0.5059403937101586
January,88.80632280035492,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",599.99,B09MJ77786,MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),Electronics,-0.1900421646688701
February,58.263400839419575,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",599.99,B09MJ77786,MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),Electronics,-0.1900421646688701
March,46.16354348128192,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",599.99,B09MJ77786,MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),Electronics,-0.1900421646688701
January,95.58949789965001,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",57.3,B09MT94QLL,"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm",Home&Kitchen,-0.3268374672965444
February,66.38328445303293,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",57.3,B09MT94QLL,"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm",Home&Kitchen,-0.3268374672965444
March,58.94417312523902,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",57.3,B09MT94QLL,"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm",Home&Kitchen,-0.3268374672965444
January,85.1198067886422,Electronics|WearableTechnology|SmartWatches,71.99,B09NC2TY11,"Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display, 320x385 px Resolution, 100 Sports Modes, Stock Market Info Smartwatch for Men & Women (Olive Green)",Electronics,-0.6032611007731272
February,61.58856578670218,Electronics|WearableTechnology|SmartWatches,71.99,B09NC2TY11,"Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display, 320x385 px Resolution, 100 Sports Modes, Stock Market Info Smartwatch for Men & Women (Olive Green)",Electronics,-0.6032611007731272
March,70.00795896463957,Electronics|WearableTechnology|SmartWatches,71.99,B09NC2TY11,"Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display, 320x385 px Resolution, 100 Sports Modes, Stock Market Info Smartwatch for Men & Women (Olive Green)",Electronics,-0.6032611007731272
January,88.57079403973087,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",23.99,B09NL7LBWT,"Bulfyss USB Rechargeable Lint Remover Fabric Shaver Pet Hair Remover, Effectively and Quickly Remove Fuzz for Clothes, Sweater, Couch, Sofa, Blanket, Curtain, Wool, Cashmere (Grey, 1 Year Warranty)",Home&Kitchen,-0.8430728856386503
February,62.93248424063134,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",23.99,B09NL7LBWT,"Bulfyss USB Rechargeable Lint Remover Fabric Shaver Pet Hair Remover, Effectively and Quickly Remove Fuzz for Clothes, Sweater, Couch, Sofa, Blanket, Curtain, Wool, Cashmere (Grey, 1 Year Warranty)",Home&Kitchen,-0.8430728856386503
March,50.32900187169234,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",23.99,B09NL7LBWT,"Bulfyss USB Rechargeable Lint Remover Fabric Shaver Pet Hair Remover, Effectively and Quickly Remove Fuzz for Clothes, Sweater, Couch, Sofa, Blanket, Curtain, Wool, Cashmere (Grey, 1 Year Warranty)",Home&Kitchen,-0.8430728856386503
January,132.15140446473828,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,56.4,B09NNHFSSF,CP PLUS 2MP Full HD Smart Wi-fi CCTV Security Camera | 360° with Pan Tilt | Two Way Talk | Cloud Monitor | Motion Detect | Night Vision | Supports SD Card (Up to 128 GB) | Alexa & Ok Google | CP-E21A,Electronics,0.045720785785796
February,94.08549970267066,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,56.4,B09NNHFSSF,CP PLUS 2MP Full HD Smart Wi-fi CCTV Security Camera | 360° with Pan Tilt | Two Way Talk | Cloud Monitor | Motion Detect | Night Vision | Supports SD Card (Up to 128 GB) | Alexa & Ok Google | CP-E21A,Electronics,0.045720785785796
March,116.43446387844445,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,56.4,B09NNHFSSF,CP PLUS 2MP Full HD Smart Wi-fi CCTV Security Camera | 360° with Pan Tilt | Two Way Talk | Cloud Monitor | Motion Detect | Night Vision | Supports SD Card (Up to 128 GB) | Alexa & Ok Google | CP-E21A,Electronics,0.045720785785796
January,101.76447313204942,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,143.99,B09NY6TRXG,"POCO C31 (Royal Blue, 64 GB) (4 GB RAM)",Electronics,-0.0802174093869521
February,62.70084777152969,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,143.99,B09NY6TRXG,"POCO C31 (Royal Blue, 64 GB) (4 GB RAM)",Electronics,-0.0802174093869521
March,58.483055802253716,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,143.99,B09NY6TRXG,"POCO C31 (Royal Blue, 64 GB) (4 GB RAM)",Electronics,-0.0802174093869521
January,283.1563862340636,"Home&Kitchen|Heating,Cooling&AirQuality|Humidifiers",69.59,B09P182Z2H,"AGARO Glory Cool Mist Ultrasonic Humidifier, 4.5Litres, For Large Area, Room, Home, Office, Adjustable Mist Output, Ceramic Ball Filter, Ultra Quiet, 360° Rotatable Nozzle, Auto Shut Off, Grey",Home&Kitchen,-1.2346885116690065
February,198.76630945481094,"Home&Kitchen|Heating,Cooling&AirQuality|Humidifiers",69.59,B09P182Z2H,"AGARO Glory Cool Mist Ultrasonic Humidifier, 4.5Litres, For Large Area, Room, Home, Office, Adjustable Mist Output, Ceramic Ball Filter, Ultra Quiet, 360° Rotatable Nozzle, Auto Shut Off, Grey",Home&Kitchen,-1.2346885116690065
March,135.8257222487583,"Home&Kitchen|Heating,Cooling&AirQuality|Humidifiers",69.59,B09P182Z2H,"AGARO Glory Cool Mist Ultrasonic Humidifier, 4.5Litres, For Large Area, Room, Home, Office, Adjustable Mist Output, Ceramic Ball Filter, Ultra Quiet, 360° Rotatable Nozzle, Auto Shut Off, Grey",Home&Kitchen,-1.2346885116690065
January,85.9294413619013,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.79,B09PNR6F8Q,"realme 10W Fast Charging Micro-USB Cable (Braided, Black)",Computers&Accessories,-1.0
February,60.74279679283219,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.79,B09PNR6F8Q,"realme 10W Fast Charging Micro-USB Cable (Braided, Black)",Computers&Accessories,-1.0
March,47.573343706775646,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.79,B09PNR6F8Q,"realme 10W Fast Charging Micro-USB Cable (Braided, Black)",Computers&Accessories,-1.0
January,98.57593895806436,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",263.99,B09Q5SWVBJ,OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black),Electronics,-0.1900421646688701
February,72.80990632132298,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",263.99,B09Q5SWVBJ,OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black),Electronics,-0.1900421646688701
